text,value
ενώπιον,O
του,O
Εισαγγελέα,O
καθώς,O
σε,O
βάρος,O
τους,O
σχηματίστηκε,O
δικογραφία,O
για,O
διατάραξη,O
κοινής,O
ειρήνης,O
",",O
απείθεια,O
",",O
διέγερση,O
και,O
διατάραξη,O
ασφάλειας,O
συγκοινωνιών,O
.,O
Νεϊμάρ,B-PERSON
:,O
Αν,O
έπαιζα,O
",",O
η,O
Βραζιλία,B-ORG
δεν,O
θα,O
έχανε,O
με,O
7-1,O
από,O
τη,O
Γερμανία,B-ORG
Για,O
παράδειγμα,O
",",O
τα,O
πιο,O
αξιόπιστα,O
δεδομένα,O
σχετικά,O
με,O
αυτά,O
τα,O
φαινόμενα,O
είναι,O
αυτά,O
που,O
προέκυψαν,O
πρόσφατα,O
από,O
μεγάλη,O
έρευνα,O
της,O
HBSC,B-ORG
(,O
Health,B-ORG
Behaviour,I-ORG
in,I-ORG
School-Aged,I-ORG
Children,I-ORG
),O
",",O
της,O
ειδικής,O
υπηρεσίας,O
του,O
Παγκόσμιου,B-ORG
Οργανισμού,I-ORG
Υγείας,I-ORG
που,O
μελετά,O
την,O
υγεία,O
των,O
παιδιών,O
ηλικίας,O
μεταξύ,O
11,B-DATE
και,I-DATE
15,I-DATE
ετών,I-DATE
.,O
(,O
2003,B-DATE
),O
Η,B-WORK_OF_ART
πόρτα,I-WORK_OF_ART
της,I-WORK_OF_ART
Πηνελόπης,I-WORK_OF_ART
",",O
Γαβριηλίδης,B-ORG
Με,O
καθαρά,O
αγωνιστικά,O
κριτήρια,O
και,O
κριτήρια,O
ιστορικής,O
παρακαταθήκης,O
η,O
ΑΕΚ,B-ORG
έχει,O
μια,B-CARDINAL
ιστορική,O
ευκαιρία,O
να,O
κατακτήσει,O
ξανά,O
το,O
νταμπλ,O
.,O
Honda,B-ORG
Urban,B-PRODUCT
Άλλη,O
μια,B-CARDINAL
απώλεια,O
μετρούν,O
από,O
σήμερα,B-DATE
οι,O
ΑΝ.ΕΛΛ,B-ORG
.,O
Βάσει,O
του,O
σχεδιασμού,O
",",O
επίκεντρο,O
των,O
δύο,B-CARDINAL
καλοκαιρινών,O
περιπάτων,O
θα,O
αποτελέσουν,O
τα,O
ανεξάντλητα,O
«,O
μυστικά,O
»,O
του,O
ιστορικού,O
κέντρου,O
της,O
πόλης,O
μας,O
και,O
η,O
σημαντική,O
πολυπολιτισμική,O
φυσιογνωμία,O
του,O
.,O
Σταμάτησε,O
να,O
πηγαίνει,O
σχολείο,O
και,O
αφοσιώθηκε,O
στα,O
fake,O
news,O
",",O
τα,O
οποία,O
διακινούνται,O
κυρίως,O
από,O
το,O
Facebook,B-ORG
.,O
Τον,O
τελευταίο,O
καιρό,O
",",O
με,O
τη,O
λαϊκίστικη,O
κυβέρνηση,O
της,O
Ιταλίας,B-GPE
και,O
τον,O
Σαλβίνι,B-PERSON
να,O
τα,O
βάζουν,O
με,O
μετανάστες,O
και,O
Ρομά,B-NORP
",",O
ασκεί,O
σκληρή,O
κριτική,O
.,O
Στην,O
τελετή,O
προσήλθαν,O
22,B-CARDINAL
αρχηγοί,O
κρατών,O
και,O
28,B-CARDINAL
πρωθυπουργοί,O
και,O
ομιλητές,O
από,O
διάφορες,O
χώρες,O
",",O
καθώς,O
και,O
εκπρόσωποι,O
από,O
την,O
Τουρκία,B-GPE
",",O
ενώ,O
την,O
παρακολούθησαν,O
συνολικά,O
"10,000",B-CARDINAL
άτομα,O
",",O
μεταξύ,O
των,O
οποίων,O
κυβερνητικοί,O
αξιωματούχοι,O
και,O
ξένοι,O
προσκεκλημένοι,O
.,O
Η,O
κατάπτυστη,O
συμφωνία,O
που,O
προέκυψε,O
και,O
από,O
την,O
ανεπάρκεια,O
και,O
τις,O
εγκληματικές,O
πολιτικές,O
του,O
παρελθόντος,O
δεν,O
πρέπει,O
να,O
υπογραφεί,O
από,O
τον,O
Υπουργό,B-ORG
Εξωτερικών,I-ORG
και,O
από,O
κανέναν,O
άλλον,O
»,O
",",O
αναφέρει,O
στην,O
ανάρτησή,O
της,O
η,O
κ.,O
Παπαδοπούλου,B-PERSON
.,O
Το,O
ARIEL,B-PRODUCT
αναμένεται,O
να,O
μελετήσει,O
πάνω,O
από,O
1.000,B-CARDINAL
ήδη,O
γνωστούς,O
εξωπλανήτες,O
.,O
Παπαφιλίππου,B-PERSON
:,O
Είναι,O
γνωστοί,O
ακροδεξιοί,O
αυτοί,O
που,O
μου,O
επιτέθηκαν,O
-,O
Πολιτική,O
Η,O
Κομισιόν,B-ORG
είναι,O
πάντα,O
στο,O
πλευρό,O
όλων,O
των,O
Ελλήνων,B-NORP
",",O
είχα,O
συνεργαστεί,O
και,O
με,O
τον,O
Πρωθυπουργό,O
Σαμαρά,B-PERSON
και,O
άλλους,O
πρωθυπουργούς,O
",",O
τώρα,O
με,O
τον,O
Α.Τσίπρα,B-PERSON
και,O
τον,O
Ε.,B-PERSON
Τσακαλώτο,I-PERSON
",",O
είχα,O
κάποια,O
προβλήματα,O
με,O
τον,O
Γ.,B-PERSON
Βαρουφάκη,I-PERSON
",",O
αλλά,O
η,O
Κομισιόν,B-ORG
ήταν,O
πάντα,O
στο,O
πλευρό,O
της,O
Ελλάδας,B-GPE
»,O
",",O
επεσήμανε,O
.,O
Έτσι,O
",",O
από,O
αύριο,O
Πέμπτη,B-DATE
5,I-DATE
Ιουλίου,I-DATE
",",O
τίθενται,O
σε,O
ισχύ,O
",",O
οι,O
παρακάτω,O
ρυθμίσεις,O
.,O
Ειδικότερα,O
",",O
το,O
ΠΑΣΟΚ,B-ORG
και,O
η,O
Φώφη,B-PERSON
Γεννηματά,I-PERSON
εμφανίζονται,O
οι,O
πλέον,O
επιφυλακτικοί,O
",",O
μετρώντας,O
τις,O
αντιδράσεις,O
ενός,B-CARDINAL
μέρους,O
των,O
στελεχών,O
από,O
τη,O
Βόρεια,B-GPE
Ελλάδα,I-GPE
και,O
της,O
βάσης,O
της,O
λεγόμενης,O
«,O
πατριωτικής,O
»,O
τους,O
πτέρυγας,O
.,O
Αντίθετα,O
",",O
ο,O
αριθμός,O
των,O
συσκευασιών,O
που,O
πουλήθηκαν,O
στα,O
νοσοκομεία,O
μειώθηκε,O
κατά,O
"3,6%",B-PERCENT
ενώ,O
αντίθετα,O
στα,O
φαρμακεία,O
και,O
στις,O
φαρμακαποθήκες,O
παρουσιάζεται,O
αυξημένος,O
κατά,O
"2,8%.",B-PERCENT
Οπως,O
σημειώνει,O
",",O
«,O
το,O
2016,B-DATE
",",O
ανακάλυψα,O
ένα,B-CARDINAL
αρχείο,O
φωτογραφιών,O
της,O
Ελλάδας,B-GPE
στη,O
συλλογή,O
των,O
Éditions,B-ORG
Kallimages,I-ORG
",",O
στο,O
Παρίσι,B-GPE
.,O
Επίσης,O
το,O
27%,B-PERCENT
παραδέχεται,O
ότι,O
δεν,O
γνωρίζει,O
πολλά,O
για,O
τη,O
σχετική,O
τεχνολογία,O
και,O
το,O
26%,B-PERCENT
πως,O
δεν,O
θα,O
εμπιστευόταν,O
ένα,B-CARDINAL
αυτοδηγούμενο,O
όχημα,O
σε,O
κυκλοφοριακό,O
περιβάλλον,O
με,O
συμβατικά,O
αυτοκίνητα,O
.,O
Ο,O
Γιούνκερ,B-PERSON
έχει,O
απορρίψει,O
επανειλημμένα,O
τους,O
ισχυρισμούς,O
ότι,O
έχει,O
πρόβλημα,O
με,O
το,O
αλκοόλ,O
",",O
ένας,B-CARDINAL
ισχυρισμός,O
που,O
προέβαλαν,O
κυρίως,O
βρετανικά,O
ΜΜΕ,O
όταν,O
το,O
Λονδίνο,B-GPE
προσπαθούσε,O
να,O
μπλοκάρει,O
τον,O
διορισμό,O
του,O
πριν,O
από,O
τέσσερα,B-DATE
χρόνια,I-DATE
.,O
Κατά,O
τη,O
διάρκεια,O
του,O
συνεδρίου,B-EVENT
Black,I-EVENT
Hat,I-EVENT
που,O
πραγματοποιείται,O
στο,O
Λας,B-GPE
Βέγκας,I-GPE
",",O
ερευνητές,O
έδειξαν,O
πώς,O
μικρές,O
τροποποιήσεις,O
στον,O
εξοπλισμό,O
θα,O
μπορούσε,O
να,O
επιτρέψει,O
σε,O
χάκερς,O
να,O
παραβιάσουν,O
το,O
σύστημα,O
του,O
μηχανήματος,O
.,O
Σημειώνεται,O
ότι,O
στον,O
κατάλογο,O
με,O
τα,O
φαρμακευτικά,O
προϊόντα,O
προς,O
τιμολόγηση,O
συμπεριελήφθησαν,O
όλα,O
τα,O
αιτήματα,O
που,O
είχαν,O
κατατεθεί,O
από,O
την,O
1η,B-DATE
Φεβρουαρίου,I-DATE
έως,O
και,O
την,O
31η,B-DATE
Μαρτίου,I-DATE
2017,I-DATE
και,O
ήταν,O
πλήρη,O
.,O
Επιπρόσθετα,O
",",O
στην,O
κατοχή,O
τους,O
καθώς,O
και,O
από,O
τις,O
κατ’,O
οίκον,O
έρευνες,O
",",O
βρέθηκαν,O
και,O
κατασχέθηκαν,O
πλήθος,O
εγγράφων,O
σχετιζόμενων,O
με,O
υποθέσεις,O
θυμάτων,O
",",O
στρογγυλή,O
σφραγίδα,O
Δήμου,B-ORG
",",O
κινητά,O
τηλέφωνα,O
",",O
ηλεκτρονικοί,O
υπολογιστές,O
",",O
εξωτερικοί,O
σκληροί,O
δίσκοι,O
",",O
κοσμήματα,O
και,O
τιμαλφή,O
και,O
το,O
χρηματικό,O
ποσό,O
των,O
2.150,B-MONEY
ευρώ,I-MONEY
.,O
Όποιος,O
διαφοροποιείται,O
από,O
τη,O
στάση,O
της,O
ΕΕ,B-ORG
προφανώς,O
έχει,O
στο,O
μυαλό,O
του,O
μια,B-CARDINAL
άλλη,O
στρατηγική,O
.,O
Πουτζντεμόν,B-PERSON
:,O
Aποσχιστής,O
εκ,O
Γερμανίας,B-GPE
Δες,O
πώς,O
Samsung,B-ORG
και,O
Mercedes,B-ORG
έκαναν,O
το,O
smartphone,O
και,O
κλειδί,O
αυτοκινήτου,O
-,O
Τεχνολογία,O
Ζήτησε,O
να,O
ψηφιστεί,O
άμεσα,O
η,O
συμφωνία,O
από,O
την,O
ελληνική,O
Βουλή,B-ORG
και,O
μάλιστα,O
προτού,O
μονογραφεί,O
από,O
τους,O
δύο,B-CARDINAL
πρωθυπουργούς,O
!,O
Αύξηση,O
κατάθλιψης-αυτοκτονιών,O
στην,O
Ελλάδα,B-GPE
της,O
κρίσης,O
Περιφέρεια,B-ORG
Αττικής,I-ORG
και,O
Περιφέρεια,B-ORG
Πελοποννήσου,I-ORG
έχουν,O
ήδη,O
ταχθεί,O
με,O
το,O
μέρος,O
της,O
πλειοψηφίας,O
των,O
κατοίκων,O
που,O
αντιδρούν,O
.,O
Υπενυθμίζονται,O
οι,O
κινήσεις,O
που,O
έγιναν,O
μέσα,O
στο,O
2017,B-DATE
και,O
οι,O
προσπάθειες,O
για,O
τόνωση,O
της,O
ανάπτυξης,O
",",O
της,O
ανταγωνιστικότητας,O
και,O
των,O
επενδύσεων,O
",",O
καθώς,O
και,O
για,O
τον,O
εκσυγχρονισμό,O
της,O
δημόσιας,O
διοίκησης,O
.,O
«,O
ΒΟΥΛΓΑΡΙΑ,B-GPE
Η,O
εντεινόμενη,O
επενδυτική,O
δραστηριότητα,O
στα,O
λιμάνια,O
Πειραιά,B-GPE
και,O
Θεσσαλονίκης,B-GPE
",",O
καθώς,O
και,O
το,O
σε,O
εξέλιξη,O
πλάνο,O
αξιοποίησης,O
και,O
αναβάθμισης,O
των,O
συνολικών,O
υποδομών,O
της,O
χώρας,O
(,O
λιμενικών,O
",",O
σιδηροδρομικών,O
",",O
αεροπορικών,O
και,O
οδικών,O
),O
αναδεικνύουν,O
την,O
Ελλάδα,B-GPE
σε,O
πύλη,O
μεταξύ,O
Ευρώπης,B-LOC
και,O
Ασίας,B-LOC
»,O
ανέφερε,O
.,O
Στον,O
χαιρετισμό,O
της,O
η,O
αντιδήμαρχος,O
Κοινωνικών,O
Υπηρεσιών,O
Ελευθερία,B-PERSON
Κωτσίδου,I-PERSON
",",O
που,O
ανακοίνωσε,O
την,O
δημιουργία,O
του,O
Ρευματολογικού,B-ORG
Ιατρείου,I-ORG
",",O
αναφέρθηκε,O
στην,O
συνεχή,O
προσπάθεια,O
της,O
δημοτικής,O
αρχής,O
και,O
της,O
Διεύθυνσης,B-ORG
Κοινωνικών,I-ORG
Υπηρεσιών,I-ORG
για,O
παρεμβάσεις,O
και,O
δράσεις,O
πρόληψης,O
κι,O
ευαισθητοποίησης,O
του,O
κοινού,O
σε,O
θέματα,O
σωματικής,O
και,O
ψυχικής,O
υγείας,O
",",O
ενώ,O
ευχαρίστησε,O
τους,O
εισηγητές,O
ιατρούς,O
και,O
τα,O
μέλη,O
του,O
συλλόγου,O
για,O
την,O
εξαιρετική,O
συνεργασία,O
.,O
7.,O
ΑΚΟΥΣΑΜΕ,O
τον,O
Υφυπουργό,O
ΥΠΕΝ,B-ORG
να,O
απαντά,O
σε,O
ερώτηση,O
για,O
το,O
θέμα,O
στη,O
Βουλή,B-ORG
",",O
αλλά,O
να,O
μην,O
κάνει,O
στην,O
ουσία,O
τίποτα,O
για,O
αυτό,O
!,O
Ερευνητές,O
από,O
την,O
Σχολή,B-ORG
Υγιεινής,I-ORG
&,I-ORG
Τροπικής,I-ORG
Ιατρικής,I-ORG
του,O
Λονδίνου,B-GPE
(,O
LSHTM,B-ORG
),O
βρήκαν,O
πως,O
ο,O
αριθμός,O
των,O
αδελφών,O
που,O
έχει,O
κάποιος,O
",",O
αλλά,O
και,O
η,O
σειρά,O
της,O
γέννησής,O
του,O
",",O
μπορούν,O
να,O
επηρεάσουν,O
την,O
υγεία,O
του,O
με,O
πολλούς,O
τρόπους,O
.,O
Από,O
πλευράς,O
κεφαλαιακής,O
επάρκειας,O
",",O
ο,O
δείκτης,O
CET1,O
διαμορφώθηκε,O
σε,O
"17,0%",B-PERCENT
",",O
μη,O
ενσωματώνοντας,O
τη,O
θετική,O
επίπτωση,O
από,O
τις,O
εναπομείνασες,O
ενέργειες,O
κεφαλαιακής,O
ενίσχυσης,O
του,O
σχεδίου,O
αναδιάρθρωσης,O
της,O
Τράπεζας,O
.,O
Στην,O
ΓΑΔΑ,B-ORG
οδηγήθηκαν,O
δύο,B-CARDINAL
νεαροί,O
που,O
προσήχθησαν,O
από,O
αστυνομικούς,O
από,O
την,O
οδό,B-FAC
Ηροδότου,I-FAC
",",O
στο,O
κέντρο,O
της,O
Αθήνας,B-GPE
",",O
αρκετά,O
κοντά,O
στην,O
Πρεσβεία,B-FAC
της,I-FAC
Αυστρίας,I-FAC
που,O
ενδεχομένως,O
ήθελαν,O
να,O
κατευθυνθούν,O
.,O
Οι,O
σύμβουλοι,O
του,O
ΤΑΙΠΕΔ,B-ORG
έχουν,O
τεχνοκρατική,O
ανεπάρκεια,O
»,O
δήλωσε,O
μετά,O
την,O
συνάντηση,O
που,O
είχε,O
με,O
τους,O
θεσμούς,O
για,O
θέματα,O
αποκρατικοποιήσεων,O
.,O
Ανάμεσα,O
στα,O
θύματα,O
συγκαταλέγονται,O
τέσσερις,B-CARDINAL
πυροσβέστες,O
",",O
ισάριθμοι,O
δημοτικοί,O
αστυνομικοί,O
και,O
ένας,B-CARDINAL
πολιτειακός,O
αστυνομικός,O
",",O
ανέφερε,O
η,O
υπουργός,O
Δημόσιας,O
Ασφάλειας,O
της,O
Πολιτείας,O
",",O
η,O
Μαριμπέλ,B-PERSON
Σερβάντες,I-PERSON
.,O
Λεπτομέρειες,O
που,O
φανερώνουν,O
το,O
μέγεθος,O
της,O
"	O
επιχείρησης	O
",O
με,O
τα,O
πλαστά,O
διπλώματα,O
",",O
που,O
είχε,O
στηθεί,O
σε,O
όλη,O
την,O
Ελλάδα,B-GPE
με,O
επίκεντρο,O
τη,O
Λαμία,B-GPE
",",O
έδωσε,O
στη,O
δημοσιότητα,O
η,O
Ελληνική,B-ORG
Αστυνομία,I-ORG
και,O
συγκεκριμένα,O
η,O
Διεύθυνση,B-ORG
Εσωτερικών,I-ORG
Υποθέσεων,I-ORG
.,O
Τότε,O
θα,O
υπάρξει,O
μια,B-CARDINAL
συνάντηση,O
του,O
Eurogroup,B-ORG
και,O
τότε,O
θα,O
γίνει,O
σε,O
όλους,O
σαφές,O
το,O
τι,O
εννοώ,O
»,O
",",O
είπε,O
η,O
κα,O
Λαγκάρντ,B-PERSON
",",O
απαντώντας,O
σε,O
ερώτηση,O
σχετικά,O
με,O
το,O
εάν,O
το,O
Ταμείο,O
θα,O
συμμετάσχει,O
στο,O
ελληνικό,O
πρόγραμμα,O
με,O
οικονομική,O
στήριξη,O
ή,O
μόνο,O
με,O
επίβλεψη,O
.,O
Σε,O
τετράωρη,O
παναττική,O
στάση,O
εργασίας,O
από,O
τις,O
11,B-TIME
το,I-TIME
πρωί,I-TIME
έως,O
τις,O
3,B-TIME
το,I-TIME
απόγευμα,I-TIME
και,O
παράσταση,O
διαμαρτυρίας,O
έξω,O
από,O
τα,O
γραφεία,O
του,O
Ελεγκτικού,B-ORG
Συνεδρίου,I-ORG
στις,O
11.30,B-TIME
το,O
μεσημέρι,B-TIME
και,O
στη,O
Βουλή,B-ORG
στις,O
4,B-TIME
το,I-TIME
απόγευμα,I-TIME
προχωρούν,O
την,O
Τρίτη,B-DATE
οι,O
νοσοκομειακοί,O
γιατροί,O
",",O
έπειτα,O
από,O
απόφαση,O
του,O
γενικού,O
συμβουλίου,O
της,O
Ομοσπονδίας,B-ORG
Ενώσεων,I-ORG
Νοσοκομειακών,I-ORG
Γιατρών,I-ORG
Ελλάδας,I-ORG
(,O
ΟΕΝΓΕ,B-ORG
),O
.,O
Οι,O
φυτογενετικοί,O
πόροι,O
αυτή,O
τη,O
στιγμή,O
είναι,O
η,O
μεγάλη,O
πρόκληση,O
",",O
που,O
η,O
Ε.Ε.,B-ORG
έχει,O
στην,O
κορυφή,O
της,O
ατζέντας,O
της,O
μαζί,O
με,O
το,O
περιβάλλον,O
.,O
Τουρκικό,O
δικαστήριο,O
καταδίκασε,O
δημοσιογράφους,O
της,O
εφημερίδας,O
Zaman,B-ORG
σε,O
ποινές,O
κάθειρξης,O
για,O
σχέσεις,O
με,O
την,O
αποτυχημένη,O
απόπειρα,O
πραξικοπήματος,O
του,O
2016,B-DATE
",",O
μετέδωσε,O
σήμερα,B-DATE
το,O
κρατικό,O
πρακτορείο,O
ειδήσεων,O
Ανατολή,B-ORG
.,O
Τα,O
πρώτα,B-ORDINAL
του,O
μπασκετικά,O
βήματα,O
τα,O
έκανε,O
τμήματα,O
υποδομής,O
του,O
ΑΠΟΕΛ,B-ORG
.,O
Ο,O
κίνδυνος,O
είναι,O
ιδιαίτερα,O
μεγάλος,O
για,O
όλα,O
τα,O
λειτουργικά,O
συστήματα,O
:,O
Android,B-PRODUCT
(,O
ιδίως,O
την,O
έκδοση,O
6.0,O
Marshmallow,O
),O
",",O
Linux,B-PRODUCT
",",O
Apple,B-PRODUCT
iOS,I-PRODUCT
",",O
Windows,B-PRODUCT
κ.α.,O
Εκπρόσωπος,O
της,O
Google,B-ORG
δήλωσε,O
:,O
«,O
Είμαστε,O
ενήμεροι,O
για,O
το,O
ζήτημα,O
και,O
θα,O
προστατεύουμε,O
όποιες,O
συσκευές,O
επηρεασθούν,O
μέσα,O
στις,O
επόμενες,O
εβδομάδες,O
»,O
.,O
Η,O
εταιρεία,O
που,O
φτιάχνει,O
αυτά,O
τα,O
οχήματα,O
",",O
η,O
Ride,B-ORG
the,I-ORG
Ducks,I-ORG
International,I-ORG
LLC,I-ORG
",",O
δέχθηκε,O
το,O
2016,B-DATE
να,O
καταβάλει,O
πρόστιμο,O
1,B-MONEY
εκατομμυρίου,I-MONEY
δολαρίων,I-MONEY
μετά,O
τη,O
σύγκρουση,O
ενός,B-CARDINAL
από,O
τα,O
οχήματά,O
της,O
με,O
λεωφορείο,O
στο,O
Σιάτλ,B-GPE
",",O
στην,O
οποία,O
σκοτώθηκαν,O
πέντε,B-CARDINAL
ξένοι,O
φοιτητές,O
.,O
naftemporiki.gr,B-ORG
Δημοτική,B-FAC
Αγορά,I-FAC
Κυψέλης,I-FAC
(,O
Φωκίωνος,O
Νέγρη,O
42,O
",",O
Αθήνα,B-GPE
113,O
61,O
),O
Ως,O
εξίσου,O
σημαντικές,O
προτεραιότητες,O
της,O
αυστριακής,O
προεδρίας,O
ανέφερε,O
επίσης,O
τη,O
βελτίωση,O
της,O
ανταγωνιστικότητας,O
στην,O
ψηφιακή,O
Ευρώπη,B-LOC
",",O
καθώς,O
και,O
την,O
ένταξη,O
των,O
χωρών,O
των,O
δυτικών,O
Βαλκανίων,B-LOC
στην,O
ΕΕ,B-ORG
",",O
για,O
την,O
οποία,O
προτίθεται,O
να,O
εργαστεί,O
«,O
με,O
ιδιαίτερο,O
ζήλο,O
»,O
.,O
Παπατσώνης,B-PERSON
",",O
Τ.,O
Κ.,O
1974,O
.,O
«,O
Υπενθυμίζεται,O
ότι,O
ήδη,O
από,O
το,O
2014,B-DATE
η,O
Επιτροπή,B-ORG
Αναφορών,I-ORG
του,I-ORG
Ευρωπαϊκού,I-ORG
Κοινοβουλίου,I-ORG
",",O
σε,O
έκθεσή,O
της,O
",",O
έχει,O
χαρακτηρίσει,O
τον,O
ΧΥΤΑ,B-FAC
Φυλής,I-FAC
«,O
μνημείο,O
περιβαλλοντικού,O
χάους,O
",",O
αρρώστιας,O
και,O
ανθρώπινου,O
πόνου,O
»,O
.,O
Στη,O
Γερμανία,B-GPE
δεν,O
είναι,O
όλοι,O
σύμφωνοι,O
για,O
τον,O
τρόπο,O
που,O
πρέπει,O
να,O
αντιμετωπίζεται,O
